,merged_full_name,transactor_type
61006,committee to elect betty alexander committee to elect betty alexander,Organization
61007,jeremy moss for state senate jeremy moss for state senate,Organization
61008,a more perfect michigan pac a more perfect michigan pac,Organization
61009,mallory mcmorrow for michigan mallory mcmorrow for michigan,Organization
61010,calhoun county democratic party calhoun county democratic party,Organization
61011,promote the vote action promote the vote action,Organization
61012,friends of phil skaggs friends of phil skaggs,Organization
61014,committee to elect kevin hertel committee to elect kevin hertel,Organization
61015,lasinski for michigan pac lasinski for michigan pac,Organization
61016,hertel for michigan hertel for michigan,Organization
61017,van buren county republican executiv van buren county republican executive committee,Organization
61018,committee to elect shawn petri state committee to elect shawn petri state representative,Organization
61019,stephanies changemaker fund stephanies changemaker fund,Organization
61020,friends of gabriel lossing friends of gabriel lossing,Organization
61021,michigan reynolds american inc. poli michigan reynolds american inc. political action committee,Organization
61022,livingston county dem exec comm livingston county democratic executive committee,Organization
61023,committee to elect kelly smith committee to elect kelly smith,Organization
61024,linda lee tarver for better educatio linda lee tarver for better education,Organization
61025,aft michigan aftmipac aft michigan,Organization
62148,macomb county republican assembly (s macomb county republican assembly (superpac),Organization
